IncidentID,IncidentDate,InciddentYear,State,CityCounty,Address,NumKilled,NumInjured
2085388,8/8/2021,2021,Illinois,Chicago,1800 block of W 87th St,1,6
2085401,8/8/2021,2021,Illinois,Chicago,8300 block of S Halsted St,1,4
2085489,8/8/2021,2021,Texas,Houston,2504 FM 1960 Rd E,1,5
2085438,8/8/2021,2021,District of Columbia,Washington,3600 block of New York Ave NE,0,4
2085542,8/8/2021,2021,Louisiana,New Orleans,700 block of Bourbon St,0,5
2085256,8/7/2021,2021,Alabama,Montgomery,200 block of John Morris Ave,0,4
2085071,8/7/2021,2021,Illinois,Chicago,211 S Maplewood Ave,0,4
2084884,8/7/2021,2021,Virginia,Norfolk,700 block of Granby St,0,4
2084889,8/6/2021,2021,Tennessee,Nashville,1000 block of 43rd Ave North,0,4
2082957,8/4/2021,2021,Pennsylvania,Philadelphia,3653 Germantown Ave,0,4
2081884,8/3/2021,2021,Illinois,Urbana,1204 W Church St,1,3
2081131,8/2/2021,2021,South Carolina,Greenwood,101 Heddy Rd,3,1
2080733,8/2/2021,2021,South Carolina,Columbia,6908 Two Notch Rd,0,9
2080390,8/1/2021,2021,Texas,Nacogdoches,1400 block of Dolph St,1,3
2080536,8/1/2021,2021,Rhode Island,Providence,77 Reservoir Ave,0,5
2079920,8/1/2021,2021,Louisiana,New Orleans,1600 block of Iberville St,1,3
2079913,8/1/2021,2021,Louisiana,New Orleans,Bourbon St and Orleans Ave,0,5
2079044,7/31/2021,2021,Ohio,Columbus,1662 W Mound St,1,5
2078897,7/31/2021,2021,Illinois,Chicago,1600 block of E Hayes Dr,1,3
2079271,7/31/2021,2021,Indiana,Indianapolis,1134 W 30th St,0,5
2080006,7/31/2021,2021,Michigan,Saginaw,2700 block of Lynnwood Ave,2,2
2079516,7/31/2021,2021,New York,Corona (Queens),97-07 37th Ave,0,10
2081480,7/31/2021,2021,Ohio,Cleveland,3100 block of W 25th St,0,5
2079533,7/31/2021,2021,Kentucky,Lexington,414 East 5th St,0,5
2078540,7/29/2021,2021,Iowa,Davenport,Pacific St and West Locust St,0,4
2077587,7/29/2021,2021,Pennsylvania,Pittsburgh,239 Gilkeson Rd,3,2
2077018,7/28/2021,2021,District of Columbia,Washington,3400 block of 22nd St SE,0,4
2077549,7/28/2021,2021,Alabama,Montgomery,1800 block of Rosa Parks Ave,1,3
2076889,7/28/2021,2021,South Carolina,Charleston,Hanover St and Johnson St,1,4
2074353,7/25/2021,2021,Michigan,Detroit,16342 W McNichols Rd,0,6
2074406,7/25/2021,2021,California,Wasco,1718 1st St,5,1
2073472,7/25/2021,2021,Illinois,Chicago,4800 block of W Race Ave,0,5
2073597,7/25/2021,2021,Washington,Seattle,100 block of Occidental Ave S,2,3
2072782,7/24/2021,2021,Ohio,Columbus,N High St and E 4th Ave,0,4
2072962,7/24/2021,2021,Texas,Amarillo,1306 NE 3rd Ave,0,6
2072761,7/24/2021,2021,Georgia,Macon,Cherry St and Martin Luther King Jr Blvd,2,3
2072342,7/23/2021,2021,South Carolina,Spartanburg,151 Palisade St,2,2
2071982,7/23/2021,2021,South Carolina,Darlington,505 Oleander Dr,0,4
2072896,7/23/2021,2021,California,San Rafael,842 4th St,2,4
2071343,7/22/2021,2021,Texas,Houston,9717 N Houston Rosslyn Rd,1,5
2070329,7/21/2021,2021,Illinois,Chicago,1400 block of S Ridgeway Ave,0,5
2069490,7/21/2021,2021,Maryland,Hyattsville (Adelphi),1836 Metzerott Rd,1,4
2070645,7/21/2021,2021,Illinois,Chicago,1647 N La Salle Dr,0,8
2070310,7/21/2021,2021,Illinois,Chicago,3300 block of W Douglas Blvd,2,3
2068568,7/20/2021,2021,Texas,Jacksonville,16241 TX-110,4,0
2067728,7/19/2021,2021,New Jersey,Perth Amboy,417 Fayette St,0,6
2068061,7/19/2021,2021,Illinois,Chicago,3308 W Flournoy St,0,4
2066335,7/18/2021,2021,Ohio,Toledo,5205 Telegraph Rd,1,3
2067135,7/18/2021,2021,Florida,Gainesville,1634 NE 8th Ave,1,4
2066680,7/18/2021,2021,North Carolina,Burlington,421 N Church St,0,4
2066905,7/18/2021,2021,Arizona,Tucson,1575 E 36th St,4,3
2067290,7/18/2021,2021,Texas,Houston,3421 Antoine Dr,3,2
2066812,7/18/2021,2021,California,Walnut Creek,SOS Dr and San Luis Rd,1,3
2065252,7/17/2021,2021,Oregon,Portland,300 block of SW 3rd Ave,1,6
2066189,7/17/2021,2021,Illinois,Chicago,5006 W Ohio St,0,6
2065634,7/16/2021,2021,California,Sacramento,L St and Front St,2,4
2065009,7/16/2021,2021,Pennsylvania,Philadelphia,2700 block of Ruby Terrace,1,4
2066249,7/16/2021,2021,South Carolina,Greenville,840 Mauldin Rd,1,3
2064260,7/16/2021,2021,New Hampshire,Manchester,I-293,0,4
2064992,7/16/2021,2021,District of Columbia,Washington,2900 block of MLK Ave SE,1,5
2065118,7/16/2021,2021,Illinois,Chicago,647 N Lockwood Ave,1,4
2063495,7/15/2021,2021,Texas,Levelland,1105 10th St,1,5
2065533,7/15/2021,2021,Massachusetts,Boston,265 Centre St,0,4
2063897,7/15/2021,2021,Missouri,Lake Ozark,1312 Bagnell Dam Blvd,1,3
2062097,7/14/2021,2021,Illinois,Chicago,4600 block of W Monroe St,0,5
2062359,7/14/2021,2021,Illinois,Chicago,1533 W 79th St,0,5
2063394,7/14/2021,2021,Delaware,Claymont,50 block of Balfour Ave,2,2
2060865,7/13/2021,2021,Indiana,Indianapolis,4200 block of Arborcrest Dr,0,4
2060949,7/13/2021,2021,Michigan,Detroit,9855 Chalmers St,1,6
2060706,7/12/2021,2021,Pennsylvania,Beaver Falls,900 9th St,2,3
2060293,7/12/2021,2021,New Jersey,Iselin,515 US-1,0,4
2060605,7/12/2021,2021,New York,Corona (Queens),180th St and 145th Dr,0,4
2059440,7/11/2021,2021,Texas,El Paso (Socorro),1300 Joe Battle Blvd,1,5
2059404,7/10/2021,2021,Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6
2058950,7/10/2021,2021,Massachusetts,Boston,34 Cameron St,0,4
2058837,7/10/2021,2021,Ohio,Springfield,405 S Burnett Rd,1,3
2058421,7/9/2021,2021,California,Los Angeles,7114 W Manchester Ave,0,4
2057427,7/8/2021,2021,Connecticut,Hartford,Nelson St and Garden St,0,4
2053262,7/5/2021,2021,Ohio,Toledo,Lawrence Ave and Wall St,1,11
2053500,7/5/2021,2021,California,Santa Rosa,1500 block of Beachwood Dr,1,3
2055252,7/5/2021,2021,New York,Buffalo,50 block of Donovan Dr,1,3
2053048,7/5/2021,2021,Illinois,Chicago,6108 S Wabash Ave,2,4
2052524,7/4/2021,2021,California,Thermal,Jackson St and Airport Blvd,0,4
2054233,7/4/2021,2021,Ohio,Cleveland,Kinsman Rd and E 139th St,0,4
2054132,7/4/2021,2021,Illinois,Peoria,600 block of Haungs Ave,1,3
2053508,7/4/2021,2021,Nevada,North Las Vegas,1200 block of W Helen Ave,2,7
2053563,7/4/2021,2021,Illinois,Rantoul,400 block of S Maplewood Dr,0,5
2052689,7/4/2021,2021,Illinois,Danville,12 S College St,0,4
2053786,7/4/2021,2021,Missouri,Kansas City,E 43rd St and Indiana Ave,0,4
2053346,7/4/2021,2021,Texas,Dallas,8200 block of Towns St,3,3
2053365,7/4/2021,2021,Texas,Dallas,3700 Dixon Ave,0,5
2052353,7/4/2021,2021,Texas,Fort Worth,3400 block of Horne St,0,8
2052342,7/4/2021,2021,Nebraska,Omaha,2311 N 24th St,1,4
2052058,7/3/2021,2021,North Carolina,Chadbourn,Broadway Rd,3,1
2051763,7/3/2021,2021,Pennsylvania,Lancaster,50 block of W Orange St,0,4
2052471,7/3/2021,2021,Georgia,Swainsboro,229 S Main St,1,3
2052346,7/3/2021,2021,Illinois,Chicago,1000 block of W 89th St,0,4
2050836,7/2/2021,2021,Virginia,Norfolk,923 Madison Ave,0,4
2051190,7/2/2021,2021,Pennsylvania,Philadelphia,7700 block of Ogontz Ave,1,4
2050972,7/2/2021,2021,Illinois,Champaign,704 N Hickory St,1,4
2050593,7/1/2021,2021,Illinois,Chicago,6500 block of S Halsted St,0,7
2050151,7/1/2021,2021,South Carolina,Spartanburg,225 Amelia St,2,4
2050353,7/1/2021,2021,Virginia,Chesapeake,1200 block of Seaboard Ave,2,2
2049419,6/30/2021,2021,Illinois,Chicago,2200 block of S Millard Ave,0,4
2049907,6/30/2021,2021,Louisiana,Marrero,6500 block of Lapalco Blvd,0,4
2049845,6/30/2021,2021,Texas,Houston,12101 Fondren Rd,3,1
2050167,6/30/2021,2021,Delaware,Dover,100 block of S New St,1,3
2046714,6/27/2021,2021,Illinois,Chicago,2000 block of E 71st St,1,5
2046574,6/27/2021,2021,Illinois,Saint Charles,2051 Lincoln Hwy,1,3
2046897,6/27/2021,2021,Illinois,Chicago,6300 block of South Artesian Ave,1,10
2047170,6/27/2021,2021,Tennessee,Memphis,2500 block of Dunn Ave,3,1
2047726,6/27/2021,2021,North Carolina,Greensboro,801 Province Spring Cir,0,4
2046781,6/26/2021,2021,Texas,Houston,4902 Laura Koppe Rd,1,3
2045579,6/26/2021,2021,Illinois,Chicago,6100 block of N McCormick Blvd,1,3
2047787,6/26/2021,2021,Alabama,Fort Deposit,Forest Dr,1,3
2045043,6/25/2021,2021,Ohio,Columbus,I-670 and Neil Ave,0,4
2045564,6/25/2021,2021,Illinois,Chicago,7000 block of S Indiana Ave,0,4
2044701,6/25/2021,2021,New York,Bronx,Zerega Ave and Watson Ave,0,5
2044733,6/24/2021,2021,Florida,Gainesville,4701 NW 6th St,1,4
2043834,6/23/2021,2021,Alabama,Montgomery,100 block of Rotary St,2,2
2043465,6/23/2021,2021,New York,Buffalo,114 Hickory St,0,4
2043898,6/23/2021,2021,Illinois,Chicago,4900 block of W Hubbard St,0,4
2043715,6/23/2021,2021,Illinois,Chicago,7000 block of S Vincennes Ave,0,4
2041726,6/21/2021,2021,Missouri,Saint Louis,4002 Sullivan Ave,3,4
2041555,6/21/2021,2021,District of Columbia,Washington,300 block of 50th St NE,0,4
2040643,6/20/2021,2021,Virginia,Richmond,200 block of Crane St,1,3
2041297,6/20/2021,2021,California,Richmond,2108 Dunn Ave,3,5
2040265,6/20/2021,2021,Colorado,Aurora,12455 E Mississippi Ave,1,4
2041363,6/20/2021,2021,Florida,Wildwood,9605 Co Rd 235,1,10
2040374,6/20/2021,2021,Texas,Dallas,4619 E. R L Thornton Freeway,0,8
2040732,6/20/2021,2021,Ohio,Cincinnati,3000 block of Borden St,1,3
2040243,6/20/2021,2021,Indiana,Granger,7321 Heritage Square Dr,1,4
2040991,6/20/2021,2021,New Jersey,Atlantic City,1700 block of Atlantic Ave,1,3
2039457,6/19/2021,2021,Alaska,Anchorage,E 3rd Ave and Gambell St,1,4
2039346,6/19/2021,2021,Louisiana,Baton Rouge,7132 Florida Blvd,2,4
2040013,6/19/2021,2021,New Jersey,Newark,525 Elizabeth Ave,0,4
2039964,6/19/2021,2021,California,Oakland,2200 block of Lakeshore Ave,1,7
2039441,6/18/2021,2021,Minnesota,Minneapolis,400 block of 14th Ave SE,0,5
2037813,6/17/2021,2021,Virginia,Petersburg,Virginia Ave and Melville St,0,4
2037887,6/17/2021,2021,North Carolina,Durham,1600 block of Holloway St,2,2
2038622,6/17/2021,2021,Ohio,Cincinnati,3056 Mathers St,1,3
2038152,6/17/2021,2021,New Jersey,Paterson,Rosa Parks Blvd and Hamilton Ave,0,4
2036635,6/16/2021,2021,Maryland,Baltimore,2100 block of West Lexington St,1,5
2036121,6/15/2021,2021,Illinois,Chicago,3800 block of W Monroe St,0,5
2035452,6/15/2021,2021,Illinois,Chicago,6221 S Morgan St,5,3
2035313,6/15/2021,2021,Alabama,Albertville,956 Industrial Blvd,3,2
2035733,6/14/2021,2021,Georgia,Columbus,3400 8th Ave,2,2
2034408,6/14/2021,2021,Michigan,Lansing,300 block of N Cedar St,2,2
2034470,6/14/2021,2021,Florida,Boynton Beach,I-95,1,3
2033905,6/13/2021,2021,Ohio,West Salem,9161 Rainbow Hwy,1,6
2033605,6/13/2021,2021,Kentucky,Louisville,5200 block of Robinwood Rd,1,3
2032220,6/12/2021,2021,Texas,Austin,400 block of E 6th St,1,14
2032486,6/12/2021,2021,Ohio,Cleveland,8805 Buckeye Rd,3,4
2032203,6/12/2021,2021,Illinois,Chicago,7500 block of S Prairie Ave,1,9
2031801,6/11/2021,2021,Washington,Seattle (White Center),9808 16th Ave SW,2,2
2031976,6/11/2021,2021,Georgia,Savannah,200 block of Avery St,2,6
2032580,6/11/2021,2021,North Carolina,Winston Salem (Winston-salem),844 E. Devonshire St,1,3
2032282,6/11/2021,2021,Texas,Dallas,378 N Jim Miller Rd,0,5
2030720,6/10/2021,2021,Michigan,Detroit,1600 block Calvert Ave,1,3
2030639,6/10/2021,2021,New York,Yonkers,150 Elm St,0,4
2030708,6/10/2021,2021,Illinois,Chicago,6530 S Claremont Ave,1,4
2029078,6/8/2021,2021,Tennessee,Nashville,Clarksville Pike and Buena Vista Pike,1,3
2028745,6/8/2021,2021,Tennessee,Memphis,2246 Eldridge Ave,1,4
2028928,6/8/2021,2021,Texas,Houston,4115 Washington Ave,0,5
2027736,6/7/2021,2021,Ohio,Cleveland,4100 block of E 81st St,0,6
2027046,6/7/2021,2021,Florida,Homestead,12550 SW 282nd St,3,3
2026802,6/6/2021,2021,Missouri,Saint Louis,100 N 7th St,0,4
2026651,6/6/2021,2021,North Carolina,Snow Hill,50 block of Katie Ct,0,4
2027725,6/6/2021,2021,Ohio,Cleveland,3700 block of Woodbridge Ave,0,8
2026713,6/6/2021,2021,Utah,Salt Lake City,1354 N General Dr,1,4
2026123,6/6/2021,2021,Florida,Miami (Kendall),10549 SW 109th Ct,3,6
2027375,6/6/2021,2021,California,Oakland,5100 block of Ygnacio Ave,0,5
2026112,6/6/2021,2021,Illinois,Chicago,8900 block of S Cottage Grove Ave,0,8
2026257,6/5/2021,2021,Louisiana,New Orleans,10150 I-10 Service Rd,0,9
2025260,6/5/2021,2021,Indiana,Indianapolis,7500 N Shadeland Ave,2,2
2025891,6/4/2021,2021,Michigan,Muskegon,1675 E. Sherman Blvd,1,3
2022821,6/2/2021,2021,Ohio,Toledo,1830 W Bancroft St,0,4
2025254,6/2/2021,2021,Arkansas,Magnolia,Calhoun Rd,0,4
2022391,6/2/2021,2021,Ohio,Springfield,1935 S Yellow Springs St,0,6
2021130,5/31/2021,2021,New York,Brooklyn,Knickerbocker Ave,0,4
2021398,5/31/2021,2021,Missouri,Saint Louis,8800 block of N Broadway,0,4
2022129,5/31/2021,2021,Ohio,Cleveland (Garfield Heights),13000 block of Alvin Ave,1,5
2019751,5/30/2021,2021,Alabama,Aliceville,7th Street NE,1,4
2019622,5/30/2021,2021,Florida,Hialeah,7630 NW 186th St,3,20
2020535,5/30/2021,2021,Illinois,Chicago,6718 S Stony Island Ave,0,4
2019155,5/29/2021,2021,Texas,San Antonio,3300 block of Fallen Leaf Ln,2,2
2019384,5/29/2021,2021,Missouri,Saint Louis,10466 W Florissant Ave,1,3
2018931,5/28/2021,2021,Florida,Miami,2022 NW 1st Ct,1,6
2018495,5/27/2021,2021,North Carolina,Durham,1200 block of Fayetteville St,0,5
2015849,5/26/2021,2021,Illinois,Chicago,7200 block of S Princeton Ave,1,3
2015730,5/26/2021,2021,California,San Jose,101 W Younger Ave,10,0
2014343,5/24/2021,2021,Michigan,Inkster,27000 block of Rosewood St,2,2
2014381,5/24/2021,2021,Ohio,West Jefferson,127 Jackson St,4,0
2012971,5/23/2021,2021,Illinois,Chicago,3344 W Ohio St,0,4
2013595,5/23/2021,2021,New York,Bay Shore,135 S Clinton Ave,0,4
2013059,5/23/2021,2021,New Jersey,Paterson,Hillman St and E Main St,0,5
2013096,5/23/2021,2021,Virginia,Norfolk,3100 block of Westminster Ave,0,4
2012765,5/22/2021,2021,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14
2012345,5/22/2021,2021,Delaware,Wilmington,800 block of N Pine St,0,4
2011569,5/22/2021,2021,Minnesota,Minneapolis,322 N 1st Ave,2,7
2013043,5/22/2021,2021,Ohio,Columbus,233 S Civic Center Dr,1,5
2011610,5/22/2021,2021,Indiana,Fort Wayne,2177 Eden St,1,4
2012633,5/22/2021,2021,New Jersey,Bridgeton,1029 E Commerce St,3,11
2011077,5/21/2021,2021,New York,Albany,1st St and Quail St,1,5
2011482,5/21/2021,2021,New Jersey,Jersey City,16 Brinkerhoff St,2,4
2010083,5/20/2021,2021,Indiana,Evansville,800 block of Shadewood Ave,1,3
2007722,5/18/2021,2021,California,Oakland,I-580 and Seminary Ave,2,5
2008415,5/18/2021,2021,California,Hemet,1200 block of Valencia Ave,1,4
2005991,5/16/2021,2021,Ohio,Cincinnati,7751 Reading Rd,1,3
2005776,5/16/2021,2021,Georgia,Atlanta,630 Travis St NW,0,4
2005671,5/16/2021,2021,Michigan,East Lansing,6170 Abbot Rd,0,5
2006621,5/16/2021,2021,Georgia,Columbus,2727 Manchester Expy,0,4
2006204,5/16/2021,2021,Georgia,Stone Mountain,4766 Redan Rd,1,5
2005813,5/16/2021,2021,Alabama,Birmingham,1010 18th St S,1,4
2005238,5/15/2021,2021,District of Columbia,Washington,3900 block of Minnesota Ave NE,1,3
2005196,5/15/2021,2021,New York,Bronx,1625 Webster Ave,1,4
2004666,5/15/2021,2021,Illinois,Chicago,7800 block of S Loomis St,2,3
2004413,5/14/2021,2021,Pennsylvania,Philadelphia,5600 block of Market St,0,4
2003383,5/13/2021,2021,Georgia,Augusta,201 E Telfair St,2,2
2003167,5/13/2021,2021,District of Columbia,Washington,200 block of 37th Pl SE,1,3
2003334,5/13/2021,2021,Rhode Island,Providence,87 Carolina Ave,0,8
2002269,5/12/2021,2021,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave,1,3
2002286,5/12/2021,2021,Georgia,Buford,2910 Buford Dr NE,2,2
2001137,5/11/2021,2021,Maryland,Baltimore,800 block of W Lexington St,0,4
2001362,5/10/2021,2021,Alabama,Montgomery,3804 S Court St,0,7
1999417,5/9/2021,2021,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3
1999125,5/9/2021,2021,Colorado,Colorado Springs,2828 Preakness Way,7,0
1999193,5/9/2021,2021,Arizona,Phoenix,122 N 2nd St,1,7
1999909,5/9/2021,2021,California,Los Angeles,6112 W Afton Pl,1,3
2000132,5/9/2021,2021,South Carolina,Charleston,500 Block of King St,0,5
1999423,5/9/2021,2021,New Jersey,Newark,378 Chancellor Ave,0,4
1998865,5/8/2021,2021,California,Citrus Heights,7440 Auburn Blvd,0,4
1998693,5/8/2021,2021,California,Oakland,1440 block of Lakeshore Ave,0,4
1998476,5/8/2021,2021,Maryland,Gwynn Oak (Woodlawn),7300 block of Maury Rd,4,1
1998537,5/8/2021,2021,Michigan,Detroit,15700 block of Plymouth Rd,0,4
1999307,5/8/2021,2021,California,Compton,15100 block of S Lime Ave,2,2
1998602,5/8/2021,2021,Wisconsin,Milwaukee,900 block of S 10th St,0,4
1998067,5/7/2021,2021,Missouri,Saint Louis (Kinloch),5541 Mable Ave,2,4
1999434,5/6/2021,2021,New Jersey,Paterson,22nd Ave and E 30th St,0,5
1996236,5/5/2021,2021,Illinois,Chicago,6900 block of S Cornell Ave,0,4
1993551,5/3/2021,2021,Michigan,Saginaw,1315 Randolph St,1,4
1993090,5/2/2021,2021,Ohio,Columbus,491 Park St,0,4
1993664,5/2/2021,2021,Pennsylvania,Philadelphia,5200 block of Burton St,1,3
1993221,5/2/2021,2021,Maryland,Baltimore,1500 block of Washington Blvd,1,3
1993280,5/2/2021,2021,Illinois,Chicago,2100 block of W Adams St,0,5
1992570,5/2/2021,2021,Minnesota,Saint Paul,843 Selby Ave,0,4
1992127,5/1/2021,2021,Delaware,Wilmington,800 block of N Pine St,0,4
1992534,5/1/2021,2021,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2,4
1992410,5/1/2021,2021,New York,New Rochelle,Horton Ave and Brook St,1,4
1992490,5/1/2021,2021,Massachusetts,Holyoke,209 South St,0,5
1992469,5/1/2021,2021,Florida,Clewiston,1117 Harlem Academy Ave,1,3
1990821,4/29/2021,2021,Georgia,Atlanta,2300 block of Polar Rock Terrace SW,1,5
1990600,4/28/2021,2021,Florida,Miami,2100 block of NW 85th St,0,5
1989840,4/28/2021,2021,North Carolina,Boone,553 Hardaman Cir,5,0
1988688,4/27/2021,2021,Virginia,Richmond,4000 Midlothian Turnpike,2,3
1989023,4/27/2021,2021,Alabama,Fairfield,200 block of Glen Crest Dr,1,4
1987241,4/26/2021,2021,Louisiana,Houma,656 Corporate Dr,0,5
1988326,4/26/2021,2021,Oregon,Gresham,SE Stark St and SE 174th Ave,0,7
1991347,4/25/2021,2021,Texas,Palestine,1101 W Palestine Ave,0,4
1986770,4/25/2021,2021,Missouri,Kansas City,E 18th St and Vine St,1,4
1987235,4/25/2021,2021,Alabama,Phenix City,1700 Highway 280 Bypass,0,4
1986593,4/25/2021,2021,Arkansas,Little Rock,1900 E 6th St,1,3
1985432,4/24/2021,2021,Louisiana,New Orleans,100 block of Bourbon St,0,5
1984807,4/22/2021,2021,California,San Diego,500 block of J St,1,4
1981805,4/19/2021,2021,Texas,Houston,700 E Whitney St,2,4
1982260,4/19/2021,2021,Georgia,Atlanta,1191 Oakland Ln SW,0,5
1980689,4/18/2021,2021,Wisconsin,Kenosha,1548 Sheridan Rd,3,3
1981521,4/18/2021,2021,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5
1981353,4/18/2021,2021,Louisiana,Shreveport,3701 Hearne Ave,0,6
1982020,4/18/2021,2021,Alabama,Montgomery,2300 block of Day St,1,4
1980492,4/17/2021,2021,Ohio,Columbus,5001 Chatterton Rd,1,5
1980971,4/17/2021,2021,Louisiana,La Place (Laplace),624 Golfview Dr,0,9
1979684,4/16/2021,2021,Michigan,Detroit,Conant St and Minnesota St,0,4
1978635,4/15/2021,2021,Indiana,Indianapolis,8951 Mirabel Rd,9,7
1979869,4/15/2021,2021,Louisiana,Lake Charles,4101 5th Ave,1,3
1978561,4/15/2021,2021,District of Columbia,Washington,1800 block of West Virginia Ave NE,0,4
1978616,4/15/2021,2021,Florida,Pensacola,700 Truman Ave,0,6
1978652,4/15/2021,2021,Illinois,Chicago,600 block of N Sawyer Ave,0,4
1976538,4/13/2021,2021,Maryland,Baltimore,2300 block of Hoffman St,0,4
1974943,4/11/2021,2021,Kansas,Wichita,200 block of N Battin St,1,3
1975004,4/11/2021,2021,Washington,Seattle,306 23rd Ave S,0,4
1974088,4/10/2021,2021,Tennessee,Memphis,385 Western Park Dr,1,3
1973809,4/10/2021,2021,Michigan,Allendale,4926 Becker Dr,0,4
1973692,4/10/2021,2021,Missouri,Koshkonong,US-63 and MO-F,1,3
1975405,4/10/2021,2021,Connecticut,Waterbury,36 Gasparri Ln,0,4
1973844,4/9/2021,2021,Texas,Fort Worth,2000 block of SW Loop 820,1,5
1972187,4/8/2021,2021,Texas,Bryan,350 Stone City Dr,1,5
1971410,4/7/2021,2021,South Carolina,Rock Hill,4456 Marshall Rd,7,0
1970937,4/7/2021,2021,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3
1973435,4/7/2021,2021,Ohio,Dayton,Hoover Ave and Summit Square,0,4
1969899,4/6/2021,2021,District of Columbia,Washington,4100 block of Ames St NE,0,4
1970245,4/6/2021,2021,Michigan,Detroit,6100 block of Lodewyck St,1,3
1970378,4/5/2021,2021,Illinois,Chicago,6800 block of S Justine Ave,0,7
1969065,4/5/2021,2021,Maryland,Baltimore,300 block of N Eutaw St,0,5
1968887,4/4/2021,2021,Alabama,Birmingham,3969 14th Ave N,1,5
1969505,4/4/2021,2021,Louisiana,Monroe,207 Sterlington Rd,0,6
1969633,4/4/2021,2021,Texas,Beaumont,6035 S M L King Jr Pkwy,0,4
1967914,4/3/2021,2021,North Carolina,Wilmington,718 Kidder St,3,4
1967893,4/3/2021,2021,Alabama,Tuscaloosa,2314 4th St,0,5
1969221,4/3/2021,2021,Texas,Allen,1517 Pine Bluff Dr,6,0
1968553,4/3/2021,2021,Florida,Quincy,2114 Pat Thomas Parkway,0,7
1966181,3/31/2021,2021,California,Orange,202 West Lincoln Ave,4,2
1965890,3/31/2021,2021,District of Columbia,Washington,1300 block of Congress St SE,2,3
1963556,3/28/2021,2021,Ohio,Cleveland,5100 Pearl Rd,0,7
1963598,3/28/2021,2021,Maryland,Essex,1601 Middleborough Rd,5,1
1964030,3/28/2021,2021,Texas,San Antonio,2011 Dollarhide Ave,0,4
1964085,3/28/2021,2021,Illinois,Chicago,I-57 and W 127th St,0,4
1963052,3/27/2021,2021,Illinois,Chicago,500 block of N Leamington Ave,0,4
1962934,3/27/2021,2021,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0,6
1962686,3/27/2021,2021,Illinois,River Grove,Belmont Ave,1,3
1962562,3/26/2021,2021,Virginia,Virginia Beach,2000 block of Atlantic Ave,0,9
1964271,3/26/2021,2021,Virginia,Norfolk,100 block of W Balview Ave,0,4
1962890,3/26/2021,2021,Tennessee,Memphis,500 block of Arrington Ave,3,2
1961753,3/26/2021,2021,Illinois,Chicago,2515 W 79th St,1,7
1962507,3/26/2021,2021,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7
1960283,3/23/2021,2021,Alabama,Aliceville,1st Ave SW and 15th St,2,2
1958652,3/22/2021,2021,Colorado,Boulder,3600 Table Mesa Dr,10,1
1959549,3/22/2021,2021,Michigan,Detroit,13300 block of Davidson St,1,3
1957188,3/20/2021,2021,Texas,Houston,10266 North Fwy,0,5
1957226,3/20/2021,2021,Texas,Dallas,10333 Technology Blvd,1,7
1957252,3/20/2021,2021,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5
1956081,3/18/2021,2021,Oregon,Gresham,750 E Powell Blvd,0,4
1955948,3/18/2021,2021,Louisiana,New Orleans,2400 Annette St,0,4
1956001,3/17/2021,2021,California,Stockton,Oro Ave and E Main St,0,5
1954379,3/16/2021,2021,Georgia,Acworth,6468 Hwy 92,8,1
1954950,3/16/2021,2021,Arizona,Phoenix,6215 W Elm St,4,1
1953309,3/15/2021,2021,Indiana,Indianapolis,2300 block of N Harding St,1,4
1952662,3/14/2021,2021,Illinois,Chicago,2600 block of E 77th St,0,4
1953202,3/14/2021,2021,Florida,Tampa,10101 US-92,0,4
1952281,3/14/2021,2021,Illinois,Chicago,6798 block of S South Chicago Ave,2,13
1952151,3/13/2021,2021,New York,Brooklyn,917 Flushing Ave,0,5
1951738,3/13/2021,2021,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4
1951681,3/13/2021,2021,Florida,Orlando,200 block of Ring Rd,1,3
1952161,3/13/2021,2021,Indiana,Indianapolis,300 block of N Randolph St,4,1
1951476,3/12/2021,2021,North Carolina,Greensboro,100 block of Huffman St,1,3
1951383,3/12/2021,2021,Texas,Austin,7408 Cameron Rd,0,4
1950346,3/11/2021,2021,New Mexico,Ohkay Owingeh,89 Co Rd 56,1,3
1950471,3/11/2021,2021,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2
1949977,3/10/2021,2021,Texas,Houston,6300 Ranchester Dr,3,1
1948233,3/8/2021,2021,Florida,Clearwater,US-19 ALT and Drew St,1,3
1948470,3/7/2021,2021,Mississippi,Edwards,607 Wallace Dr,0,4
1947241,3/6/2021,2021,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3
1945999,3/6/2021,2021,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4
1946991,3/5/2021,2021,California,Compton,609 N Long Beach Blvd,1,4
1944507,3/4/2021,2021,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5
